link,name,ingredients,recipe_category,recipe_cuisine,rating,rating_count,keywords
https://www.epicurious.com/recipes/food/views/orange-tomato-broccoli-and-sweet-onion-salad-with-orange-vinaigrette-106616,"Orange, Tomato, Broccoli, and Sweet Onion Salad with Orange Vinaigrette ","2 cups 3/4-inch pieces broccoli florets (about 8 ounces) $ 3 large oranges $ 2 large tomatoes, coarsely chopped $ 1 cup diced sweet onion (such as Vidalia or Maui) $ 1/4 cup sliced fresh basil $ 2 tablespoons vegetable oil $ 1 1/2 tablespoons red wine vinegar $ 1 1/2 teaspoons grated orange peel $ ",Salad $ Citrus $ Onion $ Tomato $ Vegetable $ Steam $ Picnic $ Quick & Easy $ Vinegar $ Orange $ Basil $ Broccoli $ Summer $ Healthy $ Bon Appétit $ ,American $ ,2.5/4,15,Salad $ Citrus $ Onion $ Tomato $ Vegetable $ Steam $ Picnic $ Quick & Easy $ Vinegar $ Orange $ Basil $ Broccoli $ Summer $ Healthy $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/steamed-red-snapper-with-ginger-chiles-and-sesame-oil-108175,"Steamed Red Snapper with Ginger, Chiles, and Sesame Oil ","1 (1-pound) red snapper fillet with skin (3/4 inch thick) $ 1 tablespoon medium-dry Sherry $ 1/2 teaspoon salt $ 2 tablespoons vegetable oil $ 1 (3-inch) piece fresh ginger, peeled and cut into 1/16-inch-thick matchsticks (1 1/2 inches long) $ 1 scallion, cut lengthwise into 1 1/2-inch-long very thin strips (1/3 cup) $ 2 fresh serrano chiles, seeded and cut lengthwise into very thin strips $ 1/2 teaspoon Asian sesame oil $ ",Wok $ Fish $ Ginger $ Steam $ Quick & Easy $ Snapper $ Hot Pepper $ Sesame $ Gourmet $ ,American $ Chinese $ ,3.5/4,13,Wok $ Fish $ Ginger $ Steam $ Quick & Easy $ Snapper $ Hot Pepper $ Sesame $ Gourmet $ American $ Chinese $ 
https://www.epicurious.com/recipes/food/views/roasted-salmon-with-red-pepper-and-corn-relish-106629,Roasted Salmon with Red Pepper and Corn Relish ,"2 tablespoons plus 2 teaspoons coriander seeds $ 4 red bell peppers $ 4 tablespoons extra-virgin olive oil $ 4 cups fresh corn kernels (from about 4 ears) $ 4 green onions, thinly sliced $ 3 garlic cloves, minced $ 2 tablespoons chopped fresh thyme $ 1/4 cup dry white wine $ 2 tablespoons fresh lemon juice $ 1 tablespoon honey $ 1/4 cup chopped fresh Italian parsley $ 1/4 cup extra-virgin olive oil $ 1/4 cup fresh lemon juice $ 2 tablespoons honey $ 2 tablespoons paprika $ 2 teaspoons salt $ 10 5- to 6-ounce skinless salmon fillets (each about 1 3/4 inches thick) $ ",Fish $ Garlic $ Pepper $ Vegetable $ Bake $ Roast $ Sauté $ Salmon $ Corn $ Bell Pepper $ Summer $ Honey $ Parsley $ Bon Appétit $ ,American $ ,3.5/4,95,Fish $ Garlic $ Pepper $ Vegetable $ Bake $ Roast $ Sauté $ Salmon $ Corn $ Bell Pepper $ Summer $ Honey $ Parsley $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/parsley-mashed-potatoes-107873,Parsley Mashed Potatoes ,"1 large bunch fresh Italian parsley, stems removed $ 1/3 cup cold water $ Large pinch of salt $ 1 1/2 cups (or more) whole milk $ 4 large green onions, minced $ 2 1/2 pounds Yukon Gold potatoes, scrubbed $ 1/2 cup (1 stick) butter $ ",Milk/Cream $ Onion $ Potato $ Side $ Quick & Easy $ Parsley $ Bon Appétit $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ ,American $ ,3/4,3,Milk/Cream $ Onion $ Potato $ Side $ Quick & Easy $ Parsley $ Bon Appétit $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/chili-glazed-shrimp-with-tomatillo-cilantro-sauce-106836,Chili-Glazed Shrimp with Tomatillo-Cilantro Sauce ,"1 pound tomatillos,* husked $ 1 onion, coarsely chopped $ 1 tablespoon minced seeded jalapeño chili $ 1 garlic clove, crushed $ 3 tablespoons extra-virgin olive oil $ 2 tablespoons chopped cilantro $ 24 jumbo shrimp, peeled, deveined, tails left intact $ 2 tablespoons ground mild chili (such as ancho or New Mexican*) $ 1 teaspoon onion powder $ 1/2 teaspoon garlic powder $ Queso fresco* or feta cheese $ ",Pepper $ Shellfish $ Tomato $ Low Carb $ Summer $ Grill/Barbecue $ Bon Appétit $ ,American $ Mexican $ ,3/4,25,Pepper $ Shellfish $ Tomato $ Low Carb $ Summer $ Grill/Barbecue $ Bon Appétit $ American $ Mexican $ 
https://www.epicurious.com/recipes/food/views/state-fair-potato-salad-106834,State Fair Potato Salad ,"3 1/2 pounds red-skinned potatoes, peeled, cut into 3/4-inch pieces $ 1/4 cup juices from jar of sweet pickles $ 3/4 cup mayonnaise $ 1/3 cup buttermilk $ 4 teaspoons Dijon mustard $ 1 teaspoon sugar $ 1/2 teaspoon ground black pepper $ 3 hard-boiled eggs, peeled, chopped $ 1/2 cup chopped red onion $ 1/2 cup chopped celery $ 1/2 cup chopped sweet pickles $ ",Salad $ Potato $ Side $ Summer $ Bon Appétit $ ,American $ ,3.5/4,127,Salad $ Potato $ Side $ Summer $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/cabbage-and-tomato-slaw-with-sherry-mustard-viniagrette-106938,Cabbage and Tomato Slaw with Sherry-Mustard Viniagrette ,"1/3 cup Sherry wine vinegar $ 3 tablespoons honey $ 2 tablespoons mustard seeds $ 1 1/2 tablespoons Dijon mustard $ 2/3 cup olive oil $ 12 cups thinly sliced green cabbage (from about one 2-pound head) $ 10 green onions, thinly sliced $ 12 ounces grape tomatoes or cherry tomatoes, halved $ ",Salad $ Mustard $ Onion $ Tomato $ Vegetable $ Side $ No-Cook $ Fourth of July $ Picnic $ Vegetarian $ Buffet $ Vinegar $ Summer $ Chill $ Healthy $ Honey $ Cabbage $ Bon Appétit $ Pescatarian $ Paleo $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,3/4,6,Salad $ Mustard $ Onion $ Tomato $ Vegetable $ Side $ No-Cook $ Fourth of July $ Picnic $ Vegetarian $ Buffet $ Vinegar $ Summer $ Chill $ Healthy $ Honey $ Cabbage $ Bon Appétit $ Pescatarian $ Paleo $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/chile-glazed-salmon-with-orange-salsa-103717,Chile-Glazed Salmon with Orange Salsa ,"4 oranges $ 1/2 cup coarsely chopped fresh cilantro $ 1 small fresh jalapeño chile, seeded and finely chopped $ 1/2 small red onion, thinly sliced $ 1/4 cup olive oil $ 1/4 cup red-wine vinegar $ 1 teaspoon salt $ 1/2 teaspoon black pepper $ 8 (6-oz) pieces salmon fillet with skin (3 lb total) $ 1 cupchile glaze $ 2 tablespoons fennel seeds $ 2 tablespoons whole black peppercorns, coarsely crushed $ ",Condiment/Spread $ Fish $ Broil $ Vinegar $ Orange $ Salmon $ Summer $ Gourmet $ ,American $ ,3.5/4,63,Condiment/Spread $ Fish $ Broil $ Vinegar $ Orange $ Salmon $ Summer $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/roast-wild-turkey-with-blue-cornbread-shrimp-stuffing-104162,Roast Wild Turkey with Blue Cornbread-Shrimp Stuffing ,"1 tablespoon vegetable oil $ 1 pound medium shrimp - shelled and deveined $ 1/2 cup (1 stick) unsalted butter $ 1 cup chopped onions $ 1/4 cup diced celery $ 1/4 cup diced carrot $ 4 serrano chiles - de-ribbed, seeded and minced $ 6 cloves garlic - minced $ 1/4 cup choppedchayote (optional) $ 1/4 cup bourbon whiskey $ 1 teaspoon minced thyme $ 1 teaspoon minced sage $ 2 teaspoons chopped cilantro $ 8 cups coarsely crumbledblue corn bread $ 1/2 cup chicken stock or turkey stock $ 1 to 2 teaspoons salt $ 1 wild turkey - 8 to 10 pounds $ salt to taste $ freshly ground black pepper to taste $ unsalted butter - at room temperature $ ",Garlic $ Onion $ turkey $ Roast $ Thanksgiving $ Cornmeal $ Shrimp $ Whiskey $ Hot Pepper $ ,American $ ,4/4,6,Garlic $ Onion $ turkey $ Roast $ Thanksgiving $ Cornmeal $ Shrimp $ Whiskey $ Hot Pepper $ American $ 
https://www.epicurious.com/recipes/food/views/flaky-pastry-dough-106552,Flaky Pastry Dough ,"2 cups all-purpose flour $ 1 teaspoon salt $ 1 3/4 sticks (14 tablespoons) cold unsalted butter, 11 tablespoons of it cut into 1/2-inch cubes $ 5 to 6 tablespoons ice water $ ",Dessert $ Bake $ Spring $ Chill $ Gourmet $ ,American $ ,1/4,2,Dessert $ Bake $ Spring $ Chill $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/vanilla-citrus-tea-ring-107950,Vanilla-Citrus Tea Ring ,Nonstick vegetable oil spray $ 2 cups self-rising flour $ 1 1/2 cups sugar $ 1 1/2 tablespoons grated orange peel $ 1 1/2 tablespoons grated lemon peel $ 3 large eggs $ 1 cup extra-light olive oil or vegetable oil $ 1 cup buttermilk $ 1 tablespoon vanilla extract $ ,Cake $ Milk/Cream $ Citrus $ Dessert $ Bake $ Vanilla $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,3/4,5,Cake $ Milk/Cream $ Citrus $ Dessert $ Bake $ Vanilla $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/kansas-city-spareribs-101807,Kansas City Spareribs ,"3/4 cup (packed) golden brown sugar $ 1/2 cup paprika $ 2 1/2 tablespoons coarse salt $ 2 1/2 tablespoons ground black pepper $ 1 tablespoon onion powder $ 1/2 teaspoon cayenne pepper $ 3 large racks spareribs (about 9 pounds) $ 8 pounds (about) 100% natural lump charcoal or charcoal briquettes $ 4 cups (about) hickory wood smoke chips, soaked in cold water at least 30 minutes $ 1 1/2 cups purchased tomato-based barbecue sauce (such as KC Masterpiece) $ ",Pork $ Summer $ Grill/Barbecue $ Bon Appétit $ ,American $ ,3.5/4,36,Pork $ Summer $ Grill/Barbecue $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/barbecued-texas-beef-brisket-101806,Barbecued Texas Beef Brisket ,"1/2 cup paprika $ 3 tablespoons ground black pepper $ 3 tablespoons coarse salt $ 3 tablespoons sugar $ 2 tablespoons chili powder $ 1 7 1/2- to 8-pound untrimmed whole beef brisket $ 12 ounces beer $ 1/2 cup cider vinegar $ 1/2 cup water $ 1/4 cup vegetable oil $ 2 tablespoons Worcestershire sauce $ 2 tablespoons minced jalapeño chilies $ 5 pounds (about) 100% natural lump charcoal $ 4 cups (about) oak or hickory wood smoke chips, soaked in cold water at least 30 minutes $ 1 cup purchased barbecue sauce (such as Bull's-Eye) $ 1 tablespoon chili powder $ ",Beef $ Summer $ Chill $ Grill/Barbecue $ Bon Appétit $ ,American $ ,3.5/4,94,Beef $ Summer $ Chill $ Grill/Barbecue $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/blueberry-pie-with-lattice-crust-103472,Blueberry Pie with Lattice Crust ,4 1/2-pint baskets blueberries $ 3/4 cup sugar $ 1/4 cup all purpose flour $ 2 tablespoons fresh lemon juice $ 1 teaspoon grated lemon peel $ 1 teaspoon vanilla extract $ 2 Flaky Pie Crust disks $ Whipping cream (for glaze) $ Vanilla ice cream $ ,Fruit $ Dessert $ Bake $ Blueberry $ Summer $ Bon Appétit $ ,American $ ,3/4,74,Fruit $ Dessert $ Bake $ Blueberry $ Summer $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/lobster-thermidor-105507,Lobster Thermidor ,"2 (1 1/2-lb) live lobsters $ 1/2 stick (1/4 cup) unsalted butter $ 1/4 lb mushrooms, trimmed and thinly sliced $ 1/2 teaspoon paprika $ 1/8 teaspoon salt $ 1/4 teaspoon black pepper $ 2 tablespoons medium-dry Sherry $ 1 cup heavy cream, scalded $ 2 large egg yolks $ ",Milk/Cream $ Egg $ Mushroom $ Broil $ Lobster $ Boil $ Gourmet $ ,American $ ,4/4,49,Milk/Cream $ Egg $ Mushroom $ Broil $ Lobster $ Boil $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/coach-farm-cheese-spread-10071,Coach Farm Cheese Spread ,"two 10-ounce logs soft mild goat cheese $ 3 tablespoons heavy cream $ 1 1/2 tablespoons paprika $ 1 tablespoon caraway seeds $ 3/4 teaspoons dry mustard $ 1 garlic clove, minced $ 4 flat anchovies, drained $ 4 scallions, sliced very thin crosswise $ 2 tablespoons drained capers $ ",Condiment/Spread $ Food Processor $ Mustard $ No-Cook $ Cocktail Party $ Buffet $ Goat Cheese $ Chill $ Capers $ Caraway $ Gourmet $ New York $ ,American $ ,2/4,3,Condiment/Spread $ Food Processor $ Mustard $ No-Cook $ Cocktail Party $ Buffet $ Goat Cheese $ Chill $ Capers $ Caraway $ Gourmet $ New York $ American $ 
https://www.epicurious.com/recipes/food/views/corned-beef-hash-102822,Corned Beef Hash ,"1 lb baking (russet) potatoes, peeled and cut into 1/4-inch dice $ 1-lb piece cooked corned beef, cut into chunks $ 1 cup chopped onion $ 1 large red bell pepper, cut into 1/4-inch pieces $ 2 tablespoons unsalted butter $ 1/4 cup heavy cream $ 4 large eggs (optional) $ 1 tablespoon chopped fresh flat-leaf parsley $ ",Milk/Cream $ Beef $ Dairy $ Egg $ Onion $ Potato $ Breakfast $ Side $ Sauté $ Quick & Easy $ Mother's Day $ Bell Pepper $ Winter $ Parsley $ Gourmet $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ ,American $ ,3.5/4,50,Milk/Cream $ Beef $ Dairy $ Egg $ Onion $ Potato $ Breakfast $ Side $ Sauté $ Quick & Easy $ Mother's Day $ Bell Pepper $ Winter $ Parsley $ Gourmet $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ American $ 
https://www.epicurious.com/recipes/food/views/spiced-butternut-squash-102878,Spiced Butternut Squash ,"4 pounds butternut squash, peeled, seeded, cut into 1-inch cubes $ 1/3 cup canola or vegetable oil $ 2 tablespoons Latin Spice Mix $ 1/4 teaspoon cayenne pepper $ ",Vegetable $ Side $ Bake $ Quick & Easy $ Spice $ Hot Pepper $ Butternut Squash $ Winter $ Bon Appétit $ ,American $ ,3/4,5,Vegetable $ Side $ Bake $ Quick & Easy $ Spice $ Hot Pepper $ Butternut Squash $ Winter $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/bitter-greens-and-grapes-with-blue-cheese-dressing-107179,Bitter Greens and Grapes with Blue Cheese Dressing ,"1/3 cup 1% fat cottage cheese $ 3 tablespoons nonfat plain yogurt $ 2 tablespoons well-shaken buttermilk $ 2 teaspoons water $ 1/2 teaspoon fresh lemon juice $ 1/2 teaspoon Worcestershire sauce $ 1 1/2 oz blue cheese (scant 1/4 packed cup) $ 1/8 teaspoon salt $ 1/8 teaspoon black pepper $ 6 ounces frisée, torn into bite-size pieces (5 cups) $ 8 ounces escarole , core and tough leaves discarded, torn into bite-size pieces (4 1/2 cups) $ 1 head radicchio (1/4 pound), cut into 1/2-inch pieces (2 cups) $ 1 cup red seedless grapes, halved $ ",Salad $ Fruit $ Leafy Green $ Side $ No-Cook $ Low Fat $ Quick & Easy $ Yogurt $ Salad Dressing $ Blue Cheese $ Fall $ Healthy $ Escarole $ Grape $ Cottage Cheese $ Gourmet $ Vegetarian $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ ,American $ ,3/4,4,Salad $ Fruit $ Leafy Green $ Side $ No-Cook $ Low Fat $ Quick & Easy $ Yogurt $ Salad Dressing $ Blue Cheese $ Fall $ Healthy $ Escarole $ Grape $ Cottage Cheese $ Gourmet $ Vegetarian $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ American $ 
