link,name,ingredients,recipe_category,recipe_cuisine,rating,rating_count,keywords
https://www.epicurious.com/recipes/food/views/holiday-cutouts-108919,Holiday Cutouts ,"Ingredients for basic butter cookies $ Decorating icing (optional) $ Food coloring in various colors (optional) $ Garnish: edible glitter and nonpareils (see cooks' note, below) $ 1 1/2- to 2-inch holiday cookie cutters*; several small heavy-duty sealable plastic bags (not pleated) $ ",Cookies $ Bake $ Christmas $ Winter $ Gourmet $ ,American $ ,3.5/4,5,Cookies $ Bake $ Christmas $ Winter $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/mocha-truffles-107722,Mocha Truffles ,"8 ounces bittersweet (not unsweetened) or semisweet chocolate, chopped $ 1 cup whipping cream $ 1 1/2 tablespoons ground espresso beans $ 1/4 cup (1/2 stick) chilled unsalted butter, cut into 4 pieces $ 1/2 cup unsweetened cocoa powder $ ",Candy $ Chocolate $ Dessert $ Freeze/Chill $ Back to School $ Winter $ Chill $ Bon Appétit $ ,American $ ,3/4,4,Candy $ Chocolate $ Dessert $ Freeze/Chill $ Back to School $ Winter $ Chill $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/chocolate-coconut-almond-sprinkles-108409,Chocolate Coconut Almond Sprinkles ,"1/3 cup almonds with skins, finely chopped $ 1 cup sweetened flaked coconut $ 3 1/2 ounces fine-quality bittersweet chocolate (not unsweetened), finely chopped, or 2/3 cup semisweet chocolate chips $ ",Chocolate $ Nut $ Dessert $ Bake $ Frozen Dessert $ Coconut $ Summer $ Gourmet $ Kidney Friendly $ Vegan $ Vegetarian $ Pescatarian $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Soy Free $ Kosher $ ,American $ ,2.5/4,2,Chocolate $ Nut $ Dessert $ Bake $ Frozen Dessert $ Coconut $ Summer $ Gourmet $ Kidney Friendly $ Vegan $ Vegetarian $ Pescatarian $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/new-england-sausage-stuffing-with-maple-corn-bread-105804,New England Sausage Stuffing with Maple Corn Bread ,"1 pound breakfast-style bulk sausage $ 1/2 cup (1 stick) unsalted butter $ 1 3/4 pounds Granny Smith apples, peeled, cored, chopped $ 1 pound onions, chopped $ 4 large celery stalks, chopped $ 1 cup chopped celery leaves $ 9 cups coarsely crumbled day-oldMaple Corn Bread $ 4 large eggs $ 2/3 cup frozen apple juice concentrate, thawed $ 1/3 cup canned low-salt chicken broth $ 1 teaspoon salt $ 1 teaspoon ground black pepper $ 1 teaspoon crumbled dried sage leaves $ 1/4 teaspoon ground allspice $ 1/4 teaspoon ground nutmeg $ ",Onion $ Side $ Bake $ Thanksgiving $ Stuffing/Dressing $ Apple $ Sausage $ Fall $ Bon Appétit $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ ,American $ ,3/4,8,Onion $ Side $ Bake $ Thanksgiving $ Stuffing/Dressing $ Apple $ Sausage $ Fall $ Bon Appétit $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ American $ 
https://www.epicurious.com/recipes/food/views/sweet-potato-fritters-104156,Sweet-Potato Fritters ,"1 1-pound red-skinned sweet potato (yam) $ 2 tablespoons (1/4 stick) butter, melted $ 1/3 cup sugar $ 2 tablespoons chopped fresh mint $ 3/4 teaspoon salt $ 1/2 teaspoon ground cinnamon $ 1 large egg $ 1 cup all purpose flour $ 1/2 cup fresh bread crumbs made from crustless French bread $ 1 tablespoon baking powder $ Vegetable oil (for frying) $ Yogurt-Mint Dip $ ",Appetizer $ Fry $ Mint $ Sweet Potato/Yam $ Fall $ Bon Appétit $ Massachusetts $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,3/4,4,Appetizer $ Fry $ Mint $ Sweet Potato/Yam $ Fall $ Bon Appétit $ Massachusetts $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/outrageous-peanut-butter-cookies-102894,Outrageous Peanut Butter Cookies ,"1 cup super chunky peanut butter $ 1 cup (packed) dark brown sugar $ 6 tablespoons (3/4 stick) unsalted butter, room temperature $ 1 large egg $ 2 tablespoons dark corn syrup $ 2 teaspoons vanilla extract $ 1 cup all purpose flour $ 1/3 cup old-fashioned oats $ 1 teaspoon baking soda $ 3 1.8- to 2-ounce candy bars with peanuts, peanut butter, chocolate and caramel (such as Nutrageous), cut into 1/2-inch cubes $ ",Cookies $ Chocolate $ Nut $ Dessert $ Bake $ Christmas $ Kid-Friendly $ Quick & Easy $ Peanut $ Bon Appétit $ California $ ,American $ ,3/4,51,Cookies $ Chocolate $ Nut $ Dessert $ Bake $ Christmas $ Kid-Friendly $ Quick & Easy $ Peanut $ Bon Appétit $ California $ American $ 
https://www.epicurious.com/recipes/food/views/smores-coffee-and-fudge-ice-cream-cake-102836,S'mores Coffee and Fudge Ice Cream Cake ,"16 whole graham crackers (about 8 ounces) $ 1 cup whole almonds, toasted $ 3 tablespoons sugar $ 1/2 cup (1 stick) unsalted butter, melted $ 1 1/2 quarts coffee ice cream, softened until spreadable $ Fudge Sauce $ 1 7-ounce jar marshmallow creme $ 2 cups miniature marshmallows $ ",Cake $ Coffee $ Dairy $ Nut $ Dessert $ Bake $ Freeze/Chill $ Backyard BBQ $ Almond $ Fall $ Spring $ Birthday $ Bon Appétit $ Peanut Free $ Soy Free $ ,American $ ,3.5/4,77,Cake $ Coffee $ Dairy $ Nut $ Dessert $ Bake $ Freeze/Chill $ Backyard BBQ $ Almond $ Fall $ Spring $ Birthday $ Bon Appétit $ Peanut Free $ Soy Free $ American $ 
https://www.epicurious.com/recipes/food/views/mini-chocolate-cupcakes-108418,Mini Chocolate Cupcakes ,"1/3 cup water $ 1/3 cup pitted dates, coarsely chopped $ 1/4 cup unsweetened Dutch-process cocoa powder $ 1 ounce fine-quality bittersweet chocolate (not unsweetened), coarsely chopped $ 3 tablespoons packed light brown sugar $ 1 large egg $ 1/4 teaspoon vanilla $ 1/4 teaspoon baking soda $ 2 tablespoons all-purpose flour $ Vegetable oil cooking spray $ 1 teaspoon confectioners sugar for dusting $ a mini-muffin pan with 12 (1/8-cup) muffin cups, preferably nonstick $ ",Cake $ Chocolate $ Dessert $ Bake $ Easter $ Gourmet $ ,American $ ,3.5/4,64,Cake $ Chocolate $ Dessert $ Bake $ Easter $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/chocolate-mint-cookies-102892,Chocolate Mint Cookies ,2 1/2 cups semisweet chocolate chips $ 6 tablespoons all purpose flour $ 1/2 teaspoon baking powder $ 3/4 cup sugar $ 2 large eggs $ 2 tablespoons dark corn syrup $ 1/2 teaspoon peppermint extract $ ,Cookies $ Chocolate $ Dessert $ Bake $ Kid-Friendly $ Mint $ Bon Appétit $ California $ ,American $ ,3/4,55,Cookies $ Chocolate $ Dessert $ Bake $ Kid-Friendly $ Mint $ Bon Appétit $ California $ American $ 
https://www.epicurious.com/recipes/food/views/chocolate-sheet-cake-with-sour-cream-frosting-104036,Chocolate Sheet Cake with Sour Cream Frosting ,"2 cups all purpose flour $ 1 cup sweetened instant chocolate drink mix (such as NesQuik) $ 1 teaspoon baking soda $ 1 teaspoon baking powder $ 1/2 teaspoon salt $ 1 cup (2 sticks) unsalted butter, room temperature $ 1 1/2 cups (packed) golden brown sugar $ 3 large eggs $ 1 1/2 cups sour cream $ 3 cups semisweet chocolate chips (about 18 ounces) $ 1/2 cup almonds, toasted, chopped $ ",Cake $ Mixer $ Chocolate $ Dairy $ Dessert $ Bake $ Birthday $ Shower $ Engagement Party $ Party $ Sour Cream $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ ,American $ ,3/4,5,Cake $ Mixer $ Chocolate $ Dairy $ Dessert $ Bake $ Birthday $ Shower $ Engagement Party $ Party $ Sour Cream $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/pumpkin-pie-brulee-105850,Pumpkin Pie Brûlée ,Flaky Pie Crust Dough $ 1 15-ounce can pure pumpkin $ 3/4 cup plus 4 tablespoons sugar $ 3 large eggs $ 1 1/4 cups whipping cream $ 1 teaspoon ground cinnamon $ 1 teaspoon ground ginger $ 1/4 teaspoon ground nutmeg $ Pinch of ground cloves $ 1/4 teaspoon salt $ ,Dessert $ Bake $ Thanksgiving $ Pumpkin $ Fall $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,3.5/4,52,Dessert $ Bake $ Thanksgiving $ Pumpkin $ Fall $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/steamed-clams-in-wine-and-chorizo-105218,Steamed Clams in Wine and Chorizo ,"1 medium onion, chopped $ 1 yellow bell pepper, chopped $ 1 garlic clove, minced $ 1/2 teaspoon cumin seeds $ 1/4 teaspoon salt $ 2 tablespoons olive oil $ 3/4 cup dry white wine $ 2 lb littleneck clams (2 inches wide), scrubbed $ 1/4 lb dried Spanish chorizo (spicy cured pork sausage) links, cut into 1/4-inch dice $ 2 tablespoons fresh cilantro $ ",Steam $ Sausage $ Clam $ Bell Pepper $ White Wine $ Summer $ Cilantro $ Gourmet $ ,American $ ,3.5/4,16,Steam $ Sausage $ Clam $ Bell Pepper $ White Wine $ Summer $ Cilantro $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/roast-leg-of-lamb-with-fennel-butter-107927,Roast Leg of Lamb with Fennel Butter ,"6 tablespoons (3/4 stick) butter, room temperature $ 3 tablespoons fennel seeds, crushed in plastic bag with mallet $ 3 large garlic cloves, minced $ 2 tablespoons Dijon mustard $ 1 1/2 tablespoons soy sauce $ 1 tablespoon coarsely ground black pepper $ 1 1/2 teaspoons dried crushed rosemary $ 2 tablespoons olive oil $ 1 6- to 6 1/2-pound bone-in leg of lamb, well trimmed $ 2 cups dry red wine $ 1 1/3 cups low-salt chicken broth $ Fresh rosemary sprigs (optional) $ ",Lamb $ Roast $ Low Carb $ Red Wine $ Winter $ Bon Appétit $ ,American $ ,3.5/4,37,Lamb $ Roast $ Low Carb $ Red Wine $ Winter $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/panfried-red-snapper-with-chipotle-butter-105222,Panfried Red Snapper with Chipotle Butter ,"1/2 stick (1/4 cup) unsalted butter, softened $ 1/2 to 1 tablespoon finely chopped canned chipotle chiles in adobo plus 2 teaspoons adobo sauce (from can) $ 1/2 teaspoon salt $ 4 red snapper fillets with skin (1 1/2 lb total) $ 1/3 cup all-purpose flour $ 3 tablespoons vegetable oil $ Accompaniment: lime wedges $ ",Fish $ Fry $ Hot Pepper $ Gourmet $ ,American $ ,3.5/4,40,Fish $ Fry $ Hot Pepper $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/bluewater-bread-pudding-with-caramel-sauce-107108,Bluewater Bread Pudding with Caramel Sauce ,"1 pound dark brown sugar $ 2 cups whipping cream $ 1 cup light corn syrup $ 1/2 cup dark rum $ 2 1/2 cups whole milk $ 1 cup whipping cream $ 1 cup sugar $ 4 large eggs $ 4 large egg yolks $ 1 tablespoon vanilla extract $ 1/4 teaspoon ground nutmeg $ 1/8 teaspoon salt $ 12 slices good-quality white bread, crusts trimmed $ 3 tablespoons unsalted butter, room temperature $ 1/2 cup dried currants $ ",Milk/Cream $ Rum $ Egg $ Dessert $ Bake $ Currant $ Dried Fruit $ Fall $ Bon Appétit $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,3/4,22,Milk/Cream $ Rum $ Egg $ Dessert $ Bake $ Currant $ Dried Fruit $ Fall $ Bon Appétit $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/hominy-grits-souffle-105511,Hominy Grits Soufflé ,"3/4 cup white hominy grits (not quick-cooking) $ 1 cup boiling water $ 2 cups whole milk $ 1 teaspoon salt $ 1/2 stick (1/4 cup) unsalted butter, melted $ 4 large egg yolks, lightly beaten $ 6 large egg whites $ ",Milk/Cream $ Egg $ Breakfast $ Side $ Bake $ Kentucky Derby $ Gourmet $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,3.5/4,4,Milk/Cream $ Egg $ Breakfast $ Side $ Bake $ Kentucky Derby $ Gourmet $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/mashed-yams-in-orange-cups-105819,Mashed Yams in Orange Cups ,"6 pounds large yams (red-skinned sweet potatoes) $ 3/4 cup marshmallow creme $ 9 tablespoons butter, room temperature $ 6 tablespoons maple syrup $ 3 large eggs $ 9 large oranges $ Additional marshmallow creme $ 36 pecan halves $ ",Side $ Bake $ Thanksgiving $ Orange $ Pecan $ Sweet Potato/Yam $ Fall $ Maple Syrup $ Bon Appétit $ Wheat/Gluten-Free $ Peanut Free $ Soy Free $ ,American $ ,3.5/4,51,Side $ Bake $ Thanksgiving $ Orange $ Pecan $ Sweet Potato/Yam $ Fall $ Maple Syrup $ Bon Appétit $ Wheat/Gluten-Free $ Peanut Free $ Soy Free $ American $ 
https://www.epicurious.com/recipes/food/views/mixed-greens-with-goat-cheese-and-candied-almonds-104191,Mixed Greens with Goat Cheese and Candied Almonds ,"1 cup sugar $ 1/4 cup water $ 1 1/2 cups slivered almonds, toasted $ 4 cups apple cider $ 1/4 cup apple cider vinegar $ 2 tablespoons grated onion $ 2 tablespoons Dijon mustard $ 1 tablespoon poppy seeds $ 1 cup olive oil $ 2 5-ounce bags mixed salad greens $ 12 ounces soft fresh goat cheese, crumbled $ ",Salad $ Fruit Juice $ Leafy Green $ Appetizer $ Quick & Easy $ Goat Cheese $ Almond $ Poppy $ Bon Appétit $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Soy Free $ Kosher $ ,American $ ,3.5/4,114,Salad $ Fruit Juice $ Leafy Green $ Appetizer $ Quick & Easy $ Goat Cheese $ Almond $ Poppy $ Bon Appétit $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/meat-loaf-with-mustard-dill-sauce-104149,Meat Loaf with Mustard-Dill Sauce ,6 tablespoons sour cream $ 2 1/2 tablespoons chopped fresh dill $ 4 teaspoons Dijon mustard $ 5 ounces lean ground beef $ 5 ounces ground pork $ 2/3 cup fresh breadcrumbs made from crustless rye bread $ 1/3 cup chopped onion $ 1/4 teaspoon ground allspice $ ,Beef $ Mustard $ Onion $ Pork $ Bake $ Quick & Easy $ Winter $ Sour Cream $ Dill $ Bon Appétit $ ,American $ ,3/4,13,Beef $ Mustard $ Onion $ Pork $ Bake $ Quick & Easy $ Winter $ Sour Cream $ Dill $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/pear-ginger-strudel-with-ginger-custard-sauce-105841,Pear-Ginger Strudel with Ginger-Custard Sauce ,"1 cup whipping cream $ 1 cup whole milk $ 2 tablespoons minced peeled fresh ginger $ 6 large egg yolks $ 1/2 cup sugar $ 1 teaspoon vanilla extract $ 1 1/4 cups sugar $ 3 tablespoons cornstarch $ 1/4 teaspoon ground mace or nutmeg $ 3/4 cup gingersnap cookie crumbs $ 1/4 cup (1/2 stick) unsalted butter $ 1/2 cup diced dried pears (about 3 ounces) $ 1/4 cup Poire Williams (clear pear brandy) or brandy $ 6 ripe Bartlett or Anjou pears (about 3 3/4 pounds), peeled, cored, cut into 1/2-inch cubes $ 1 teaspoon grated lemon peel $ 16 sheets fresh phyllo pastry or frozen, thawed $ 1 cup (2 sticks) unsalted butter, melted $ ",Milk/Cream $ Egg $ Ginger $ Dessert $ Bake $ Pear $ Fall $ Bon Appétit $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,4/4,4,Milk/Cream $ Egg $ Ginger $ Dessert $ Bake $ Pear $ Fall $ Bon Appétit $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/leeks-vinaigrette-with-smoked-whitefish-and-apple-107903,Leeks Vinaigrette with Smoked Whitefish and Apple ,"1 shallot, minced $ 2 tablespoons fresh lemon juice $ 1 tablespoon Champagne vinegar or white wine vinegar $ 1 teaspoon Dijon mustard $ 1/2 cup olive oil $ 8 whole small (1 inch in diameter) leeks $ 1 Gala apple, cored, cut into 1/4-inch cubes $ 8 ounces smoked whitefish, carefully boned, coarsely flaked $ ",Salad $ Fish $ Appetizer $ Quick & Easy $ Apple $ Leek $ Bon Appétit $ Pescatarian $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ ,American $ ,4/4,4,Salad $ Fish $ Appetizer $ Quick & Easy $ Apple $ Leek $ Bon Appétit $ Pescatarian $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/spicy-baby-okra-and-olives-108227,Spicy Baby Okra and Olives ,"12 ounces fresh baby okra or small okra $ 1/4 cup halved pitted Kalamata olives $ 1/4 cup halved pitted cracked green olives $ 1/4 cup pimiento-stuffed green olives $ 1/2 cup fresh lemon juice $ 1/2 cup extra-virgin olive oil $ 3 tablespoons fresh thyme leaves $ 2 garlic cloves, thinly sliced $ 1/2 teaspoon coarse kosher salt $ 1/2 teaspoon dried crushed red pepper $ ",Olive $ Side $ Marinate $ No-Cook $ Cocktail Party $ Low/No Sugar $ Lemon $ Spice $ Summer $ Okra $ Bon Appétit $ Sugar Conscious $ Kidney Friendly $ Vegan $ Vegetarian $ Pescatarian $ Paleo $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ ,American $ ,4/4,2,Olive $ Side $ Marinate $ No-Cook $ Cocktail Party $ Low/No Sugar $ Lemon $ Spice $ Summer $ Okra $ Bon Appétit $ Sugar Conscious $ Kidney Friendly $ Vegan $ Vegetarian $ Pescatarian $ Paleo $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ American $ 
